dependency, id_estado_obra, num, municipio, categoria, obra, empresa, numero_contrato, monto_contrato, inicio_obra_segun_contrato, termino_obra_segun_contrato, fecha_pago_anticipo, monto_anticipo, fecha_convenio_ampliacion_obra, convenio_ampliacion_economico, monto_contrato_final, total_pagado, anticipo_pendiente_amortizar, avance_financiero, avance_fisico_verificado_por_la_contraloria, entregada_al_beneficiario, fecha_de_verificacion_contraloria, estatus_verificado_por_la_contraloria,,,,,
4,0,1,Dr. Arroyo,Construcción,"Construcción de 8,275 m.l. de línea de conducción de agua potable con tubería de PVC RD-18 de 8"" de diámetro norma AWWA C-900 vigente y 50 m.l. de tubería de acero ced.40 de 8”Ø.|","Equipos Construcciones Y Servicios, S.A. de C.V.",SADM-APARURAL-02-2018-C                          ,"$9,715,730.85",18-May-18,3-Jan-19,17-May-18,"$2,914,719.26",25-May-18,$0.00,"$9,715,730.85","$9,525,678.30","$74,723.48",98%,100%,No Entregada,17-Jan-19,Obra Terminada 
4,0,2,"
Dr. Arroyo,  Linares,  Hualahuises y Montemorelos",Construcción,a) Construcción de 3 casetas para equipo de cloración.    b) Construcción de caseta para equipo de cloración.   c) Construcción de 2 casetas para equipo de cloración.  d) Construcción de caseta para equipo de cloración.,"Pavimentos Conservación Y Microsuperficie, S.A. de C.V.",SADM-AGUA LIMPIA-01-2018-I    ,"$751,912.38",9-Jul-18,5-Dec-18,7-Sep-18,"$225,573.71",Sin convenio,$0.00,"$751,912.38","$522,971.47",$0.02,70%,100%,No Entregada,21-Jan-19,Obra Terminada
4,0,3,Escobedo,Construcción,"Construcción de red de agua potable con 950 metros con una tubería PVC-C900 RD-25 de 4"" Ø, 977 metros con una tubería PVC-C900 RD-25 de 6"" Ø, 15 metros con una tubería PVC-C900 RD-25 de 8"" Ø y 168 tomas domiciliarias.","Construcciones Firmes Mexicanas, S.A. de C.V.",SADM-APAUR-14-2018-I                  ,"$3,121,232.58",4-Sep-18,23-Dec-18,3-Sep-18,"$936,369.77",12-Sep-18,$0.00,"$3,121,232.58","$3,112,574.27",$0.01,100%,100%,No Entregada,15-Jan-19,Obra Terminada
4,0,4,Escobedo,Construcción,"Introducción de red de drenaje sanitario con 1,485 metros de tubería de 0.20 m. (8"") Ø y 272 metros de tubería de 0.25 m (10""), ambas de policloruro de vinilo (P.V.C.) de pared solida serie 20, NMX-E-215/1-SCFI-2003 vigente y 136 descargas domiciliarias. ","Constructora Jomabe, S.A. de C.V.",SADM-APAUR-15-2018-I              ,"$3,094,539.33",6-Sep-18,25-Dec-18,5-Sep-18,"$928,361.80",14-Sep-18,$0.00,"$3,094,539.33","$2,536,140.15","$232,457.66",82%,100%,No Entregada,7-Mar-19,Obra Terminada
4,0,5,Galeana,Construcción,"Construcción de Red de Agua Potable con 1380 mts. Con una tubería PVC-C900 RD-25 DE 6"" Ø, 30 mts. De Tubería de Acero al Carbón de 6"" Ø X ced. 40 esp. y una toma domiciliaria.","Infraestructura Y Construcciones García, S.A. de C.V.",SADM-RP-05-2018-I,"$2,409,250.38",1-Oct-18,29-Nov-18,Sin Información,"$722,775.11",Sin convenio,$0.00,"$2,409,250.38","$1,825,939.62","$249,975.41",76%,100%,Entregada  ,18-Jan-19,Obra Terminada
4,0,6,García,Construcción,"Introducción de red de agua potable de 1,345 m.l. de tubería de PVC RD-25 de 4""Ø norma AWWA C-900 vigente, 685 m.l. de tubería de PVC RD-25 de 6""Ø norma AWWA C-900 vigente y 184 tomas domiciliaras. ","Construcciones Y Servicios Montemayor, S.A.  de C.V.",SADM-APAUR-04-2018-I                            ,"$3,299,884.67",18-May-18,4-Dec-18,17-May-18,"$989,965.40",25-May-18,$0.00,"$3,299,884.67","$1,790,662.58","$645,366.01",54%,100%,Entregado,11-Feb-19,Obra Terminada
4,0,7,García,Construcción,"Construcción de red de agua potable con 1,185 metros de tubería PVC-C900 RD-25 de 4"" Ø y 98 tomas domiciliarias.","Caminos Construcción Y Puentes Almaguer Garza, S.A. de C.V.",SADM-APAUR-13-2018-I                                      ,"$1,767,623.34",4-Sep-18,23-Dec-18,3-Sep-18,"$530,287.00",12-Sep-18,$0.00,"$1,767,623.34","$1,690,140.76",$0.01,96%,100%,Entregado,11-Feb-19,Obra Terminada
4,0,8,García,Construcción,"a) Introducción de red de agua potable de 172 m.l. de tubería de PVC RD-25 de 6""Ø norma AWWA C-900 vigente y 11 tomas domiciliaras.   
b) Introducción de red de drenaje sanitario con 172 m.l. de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 11 descargas domiciliarias. (SADM)
","Kelvin Construcciones, S.A.  de C.V.",SADM-APAUR-05-2018-I                                      ,"$790,409.78",13-Jun-18,31-Aug-18,12-Jun-18,"$237,122.94",23-Aug-18,$0.00,"$790,409.78","$724,669.96",$0.01,92%,100%,No Entregada,26-Sep-18,Obra Terminada
4,0,9,Juárez,Construcción,"Construcción de 479 metros de línea de alimentador tanque La Paz I, con tubería de 18”Ø, de policloruro de vinilo (PVC) C-900 AWWA RD-25  y bayoneta de acero  de 457mm (18"") Ø, calidad de placa 5 lb, con longitud de 42 metros, con Norma Oficial Mexicana NOM-001-CONAGUA-2011 y NMX-C-012-ONNCCE-2007.","Constructora Alvizo Martínez Y Asociado, S.A. de C.V.",SADM-APAUR-10-2018-I               ,"$4,048,419.57",2-Aug-18,20-Dec-18,1-Aug-18,"$1,214,525.87",10-Aug-18,$0.00,"$4,048,419.57","$4,042,107.56",$0.02,100%,100%,No Entregada,14-Jan-19,Obra Terminada
4,0,10,"Melchor Ocampo
",Rehabilitación,Reubicación de la planta paquete de tratamiento de agua residual del municipio de Gral. Treviño al municipio de Melchor Ocampo y construcción de la base de concreto reforzado para su colocación. (SADM),"Constructora QARQ, S.A.  de C.V.",SADM-RP-03-2018-I                               ,"$805,623.50",16-Jul-18,14-Aug-18,7-Aug-18,"$241,687.05",Sin convenio,$0.00,"$805,623.50","$778,538.65",$0.01,97%,100%,No Entregada,27-Sep-18,Obra Terminada
4,0,11,Montemorelos,Construcción,"Construcción de colector de drenaje sanitario con 642.43 metros de tubería de policloruro de vinilo (P.V.C.) pared sólida serie 20  según norma NMX-E-215/1-SCFI-2003, de 12"" Ø y 6 descargas domiciliarias.","Foja Ingenieros Constructores, S.A.  de C.V.",SADM-RP-02-2018-I              ,"$3,080,612.94",18-Jun-18,16-Aug-18,4-Oct-18,"$924,183.88",Sin convenio,$0.00,"$3,080,612.94","$924,183.88","$924,183.88",30%,100%,No Entregada,5-Mar-19,Obra Terminada
4,0,12,Monterrey,Construcción,"a) Introducción de red de drenaje sanitario con 200 m.l. de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 27 descargas domiciliarias.
b) Introducción de red de agua potable de 110 m.l. de tubería de acero ced. 40 de 4""Ø y 13 tomas domiciliaras.","Urbanización Y Edificación Icmac, S.A.  de C.V.",SADM-APAUR-06-2018-I                                ,"$986,490.81",18-May-18,13-Jan-19,17-May-18,"$295,947.24",25-May-18,$0.00,"$986,490.81","$984,423.19",$0.01,100%,100%,No Entregada,15-Jan-19,Obra Terminada
4,0,13,Monterrey, Construcción  ,"a) Introducción de red de drenaje sanitario con 56 m.l. de tubería de 0.20 m. (8"") Ø de policloruro de vinilo (P.V.C.) de pared sólida serie 20, NMX-E-215/1-SCFI-2003 vigente y 2 descargas domiciliarias.       b) Introducción de red de agua potable de 63 m.l. de tubería de PVC RD-25 de 4""Ø norma AWWA C-900 vigente y 4 tomas domiciliaras. ","M T Excava Y Construye, S.A.  de C.V.",SADM-APAUR-07-2018-I                                ,"$283,657.15",13-Jun-18,12-Aug-18,12-Jun-18,"$85,097.15",21-Jun-18,$0.00,"$283,657.15","$281,349.10",$8.99,99%,100%,No Entregada,25-Sep-18,Obra Terminada
4,0,14,Santiago,Construcción,Construcción de Cárcamo de Bombeo San Juan Marroquín,"Eleba Construcciones, S.A. de C.V.",SADM-APAUR-08-2018-C,"$3,687,323.17",31-Jul-18,18-Dec-18,30-Jul-18,"$1,106,196.95",8-Aug-18,$0.00,"$3,687,323.17","$2,026,707.51","$707,534.97",45%,100%,No Entregada,7-Mar-19,Obra Terminada 
4,0,15,Santiago,Construcción,"A) Construcción de Red de Agua Potable con 312 mts. Con tubería PVC-C900 RD-25 de 4""Diam. Y 33 Tomas Domiciliarias. B) Construcción de Red de Agua Potable con 194 mts.  Con una tubería PVC-C900 RD-25 de 6""DIAM., 184 MTS. Con tubería de PVC-C900 RD-25 DE 4"" DIAM., 21 Tomas Domiciliarias y 27 mts. de tubería de acero al  carbón de 6"" diam. x cédula 40.          C) Introducción de 55 mts. de Red de Drenaje Sanitario en Diam. de 0.20m. (8""), con tubería de PVC. pared solida serie 20, incl. 17 descargas Domiciliarias.","Insumo Construcciones Del Golfo, S.A. de C.V.",SADM-APAUR-21-2018-I   ,"$2,160,729.46",6-Sep-18,15-Dec-18,5-Sep-18,"$648,218.84",14-Sep-18,$0.00,"$2,160,729.46","$1,914,825.71",$0.09,89%,100%,No Entregada,7-Feb-19,Obra Terminada 
4,1,1,Dr. Arroyo,Rehabilitación,"Rehabilitación del acueducto El Desierto con 2,311 mts. de tubería de hierro dúctil en diámetro nominal de 350 mm clase C30, 55 mts. de tubería de acero de 3/8"" de espesor de 14"" de diámetro. ","ELEBA CONSTRUCCIONES, S.A. DE C.V.",SADM-DEV-DER-05-2018-C,"$11,166,572.61",14-Jan-19,28-Apr-19,30-Jan-19,"$3,349,971.78",Sin convenio,$0.00,"$11,166,572.61","$3,349,971.78","$3,349,971.78",30%,90%,No Entregada,2-Apr-19,"En esta obra se tiene el 100% de los trabajos de excavación y se tienen instalados 1,100 mts de la tubería de acero de 14""Ø, falta de llegar el resto de la tubería."
4,1,2,Dr. Arroyo,Rehabilitación,"Rehabilitación del acueducto El Desierto con 2,367 mts. de tubería de hierro dúctil en diámetro nominal de 350 mm clase C30. ","CONAMSA URBANIZADORA, S.A. DE C.V.",SADM-DEV-DER-03-2018-C,"$10,882,093.80",14-Jan-19,28-Apr-19,30-Jan-19,"$3,264,628.14",Sin convenio,$0.00,"$10,882,093.80","$3,264,628.14","$3,264,628.14",30%,80%,No Entregada,2-Apr-19,"Actualmente se tiene terminada  la longitud total de la excavación Y 1,100 mts de tubería de tubería instalada, ya se efectuaron las conexiones para realizar la prueba hidrostática de este tramo de línea."
4,1,3,Dr. Arroyo,Rehabilitación,"Rehabilitación del acueducto El Desierto con 2,367 mts. de tubería de hierro dúctil en diámetro nominal de 350 mm clase C30. ","EQUIPOS CONSTRUCCIONES Y SERVICIOS, S.A. de C.V.",SADM-DEV-DER-04-2018-C,"$9,780,610.88",14-Jan-19,28-Apr-19,30-Jan-19,"$2,934,183.26",Sin convenio,$0.00,"$9,780,610.88","$2,934,183.26","$2,934,183.26",30%,40%,No Entregada,2-Apr-19,"Los trabajos de excavación, se encuentran totalmente terminados y se está en espera de recibir la tubería para iniciar su instalación."
4,1,4,Dr. Arroyo,Construcción,"Introducción de línea de conducción de agua potable del pozo Parque Tanquecillos a estación de bombeo Pozo El Desierto con 842  metros de tubería de policloruro de vinilo (PVC) hidráulico con norma AWWA-C900 de 12"" Ø en RD-18 y 58 metros de tubería de acero al carbón de 12” Ø x 3/8” esp.",Análisis de Sitio y Gestión Urbana S.A. de C.V.,SADM-DEV-DER-02-2018-C,"$3,539,546.71",17-Dec-18,15-Apr-19,10-Jan-19,"$1,061,864.01",Sin convenio,$0.00,"$3,539,546.71","$1,061,864.01","$1,061,864.01",30%,40%,No Entregada,2-Apr-19,"Se iniciaron los Trabajos, actualmente se tiene la excavación e instalación de 280 mts tubo de 12"" Ø acero al carbón, el resto de los trabajos se están  ejecutando en otra ubicación (No incluida en el contrato) por la falta de los documentos oficiales que certifiquen la donación del pozo y equipo de bombeo."
